id,seed,iteration,stage,group,market,rel. loss0,rel. loss1,agent_0_prices,agent_1_prices,agent_platform_welfare,agent_consumer_welfare,agent_social_welfare,agent_0_installed_base,agent_1_installed_base,agent_0_installed_base_both,agent_0_demand,agent_1_demand,agent_outside_split,agent_platform0_split,agent_platform1_split,agent_both_split,agent_0_retention,agent_1_retention,agent_55_tip_demand,agent_60_tip_demand,agent_70_tip_demand,agent_80_tip_demand,agent_55_tip_base,agent_60_tip_base,agent_70_tip_base,agent_80_tip_base
C_1,2,2000,0,0,all,0.04216809312085468,-0.008665520347240996,0.46225863695144653,0.6055793762207031,-0.010044373571872711,2.312788486480713,2.302744150161743,0.5099999904632568,0.49000000953674316,0.0,1.0,0.26233333349227905,0.0,0.737666666507721,0.0,0.26233333349227905,,,,,,,,,,
C_1,2,2000,1,0,all,0.04216809312085468,-0.008665520347240996,0.6564229130744934,0.5180652141571045,0.1538863629102707,1.7729519605636597,1.9268382787704468,0.7549999952316284,0.3761666715145111,0.13116666674613953,0.9816666841506958,0.018333332613110542,0.0,0.9816666841506958,0.018333332613110542,0.0,0.9999999403953552,,,,,,,,,
C_1,2,2000,2,0,all,0.04216809312085468,-0.008665520347240996,1.0545144081115723,0.5806207656860352,0.5091785788536072,1.2977544069290161,1.8069329261779785,0.8683333396911621,0.19725000858306885,0.06558333337306976,0.9043333530426025,0.09566666930913925,0.0,0.9043333530426025,0.09566666930913925,0.0,0.921222448348999,0.9999999403953552,0.99609375,0.99609375,0.90234375,0.70703125,1.0,1.0,1.0,1.0
C_1,3,2000,0,0,all,0.04465673487247146,0.025004136354807804,0.46250173449516296,0.6069227457046509,-0.009555790573358536,2.310758352279663,2.3012025356292725,0.5099999904632568,0.49000000953674316,0.0,1.0,0.26133331656455994,0.0,0.7386666536331177,0.0,0.26133331656455994,,,,,,,,,,
C_1,3,2000,1,0,all,0.04465673487247146,0.025004136354807804,0.6519580483436584,0.5162763595581055,0.15028464794158936,1.7867316007614136,1.937016248703003,0.7549999952316284,0.37566667795181274,0.13066665828227997,0.987666666507721,0.012333333492279053,0.0,0.987666666507721,0.012333333492279053,0.0,1.0,,,,,,,,,
C_1,3,2000,2,0,all,0.04465673487247146,0.025004136354807804,1.0547666549682617,0.5798019766807556,0.5093283653259277,1.2976045608520508,1.8069329261779785,0.8713333606719971,0.1940000057220459,0.06533332914113998,0.9043333530426025,0.09566666930913925,0.0,0.9043333530426025,0.09566666930913925,0.0,0.915626049041748,1.0,0.99609375,0.9921875,0.90625,0.70703125,1.0,1.0,1.0,1.0
C_1,4,2000,0,0,all,0.05024615252601883,0.0120470413482201,0.4636994004249573,0.6079158782958984,-0.008638164028525352,2.302159309387207,2.2935211658477783,0.5099999904632568,0.49000000953674316,0.0,1.0,0.2563333213329315,0.0,0.7436666488647461,0.0,0.2563333213329315,,,,,,,,,,
C_1,4,2000,1,0,all,0.05024615252601883,0.0120470413482201,0.6547849774360657,0.5154855251312256,0.1528812199831009,1.7818622589111328,1.9347435235977173,0.7549999952316284,0.37316668033599854,0.12816666066646576,0.9863333106040955,0.013666666112840176,0.0,0.9863333106040955,0.013666666112840176,0.0,1.0,,,,,,,,,
C_1,4,2000,2,0,all,0.05024615252601883,0.0120470413482201,1.057481050491333,0.5803582668304443,0.5096096992492676,1.290757179260254,1.8003668785095215,0.8706666231155396,0.19341666996479034,0.06408333033323288,0.8996666669845581,0.1003333330154419,0.0,0.8996666669845581,0.1003333330154419,0.0,0.9121325016021729,0.9999999403953552,0.99609375,0.9921875,0.8984375,0.69921875,1.0,1.0,1.0,1.0
C_1,5,2000,0,0,all,0.020653347003750322,0.011580472549560739,0.4619567394256592,0.6075913310050964,-0.008527372032403946,2.329906463623047,2.3213791847229004,0.5099999904632568,0.49000000953674316,0.0,1.0,0.27433332800865173,0.0,0.7256666421890259,0.0,0.27433332800865173,,,,,,,,,,
C_1,5,2000,1,0,all,0.020653347003750322,0.011580472549560739,0.6444203853607178,0.5164728164672852,0.14301295578479767,1.7962820529937744,1.9392950534820557,0.7549999952316284,0.38216668367385864,0.13716666400432587,0.9889999628067017,0.010999999940395355,0.0,0.9889999628067017,0.010999999940395355,0.0,1.0,,,,,,,,,
C_1,5,2000,2,0,all,0.020653347003750322,0.011580472549560739,1.0498148202896118,0.5787326097488403,0.5077314972877502,1.3082343339920044,1.8159658908843994,0.871999979019165,0.1965833455324173,0.06858333200216293,0.9106666445732117,0.08933333307504654,0.0,0.9106666445732117,0.08933333307504654,0.0,0.9207953810691833,1.0,1.0,0.9921875,0.90234375,0.69140625,1.0,1.0,1.0,1.0
C_1,6,2000,0,0,all,0.03659136366984539,-0.010294014136568608,0.4624340534210205,0.6078198552131653,-0.008670223876833916,2.3201828002929688,2.3115124702453613,0.5099999904632568,0.49000000953674316,0.0,1.0,0.2680000066757202,0.0,0.7319999933242798,0.0,0.2680000066757202,,,,,,,,,,
